date,prcp(mm/day),tmax(C),tmin(C),QObs(mm/d),user_data
1991-07-19,0.0,29.56,15.6,0.1332,"A completely dry day—no signs of rain. Slow and still, the river's flow was almost unnoticeable."
1991-07-20,0.0,32.71,16.75,0.1237,A completely dry day—no signs of rain. The river was barely moving; it seemed almost stagnant.
1991-07-21,0.0,33.23,19.11,0.1173,"With no rain around, everything seems a bit dusty. The river was barely moving; it seemed almost stagnant."
1991-07-22,0.0,26.55,11.2,0.111,"With no rain around, everything seems a bit dusty. A calm river today, trickling at a very slow pace."
1991-07-23,9.67,24.33,11.94,0.1205,"The rain poured down heavily, soaking everything in sight. The river was barely moving; it seemed almost stagnant."
1991-07-24,17.31,24.44,13.73,0.1808,"It rained quite heavily, leaving deep puddles around. The river looked quiet today, with hardly any flow."
1991-07-25,0.0,26.17,11.83,0.1808,"Not a drop of rain today; it feels like the area could use some moisture. Slow and still, the river's flow was almost unnoticeable."
1991-07-26,0.0,27.17,12.43,0.1395,"Skies were clear all day; no rain touched the ground. Slow and still, the river's flow was almost unnoticeable."
1991-07-27,1.82,25.73,14.29,0.1237,"A decent rainfall that left the ground well-soaked. A calm river today, trickling at a very slow pace."
1991-07-28,0.0,25.56,10.22,0.111,"Skies were clear all day; no rain touched the ground. The river looked quiet today, with hardly any flow."
1991-07-29,0.0,24.58,10.36,0.0983,"Skies were clear all day; no rain touched the ground. Slow and still, the river's flow was almost unnoticeable."
1991-07-30,0.0,27.55,10.17,0.0888,"Skies were clear all day; no rain touched the ground. Slow and still, the river's flow was almost unnoticeable."
1991-07-31,0.0,26.77,11.03,0.0793,A completely dry day—no signs of rain. The river was barely moving; it seemed almost stagnant.
1991-08-01,4.34,24.07,12.7,0.0761,"A strong rainfall today, making the landscape feel lush and saturated. The river was barely moving; it seemed almost stagnant."
1991-08-02,3.08,26.32,12.59,0.0825,"Enough rain fell to give the plants a good drink. The river looked quiet today, with hardly any flow."
1991-08-03,4.11,25.17,12.21,0.0856,"A strong rainfall today, making the landscape feel lush and saturated. Slow and still, the river's flow was almost unnoticeable."
1991-08-04,0.0,26.05,12.69,0.092,"With no rain around, everything seems a bit dusty. The river was barely moving; it seemed almost stagnant."
1991-08-05,28.43,16.84,12.4,0.1427,"The rain poured down heavily, soaking everything in sight. The river was barely moving; it seemed almost stagnant."
1991-08-06,4.28,16.08,10.04,0.2664,"The rain poured down heavily, soaking everything in sight. A calm river today, trickling at a very slow pace."
1991-08-07,0.0,23.37,10.58,0.2283,"With no rain around, everything seems a bit dusty. The river looked quiet today, with hardly any flow."
1991-08-08,0.0,26.64,12.65,0.1617,A completely dry day—no signs of rain. The river was barely moving; it seemed almost stagnant.
1991-08-09,0.0,28.37,12.95,0.1268,"With no rain around, everything seems a bit dusty. The river looked quiet today, with hardly any flow."
1991-08-10,22.45,26.76,13.68,0.1776,"The rain poured down heavily, soaking everything in sight. The river was barely moving; it seemed almost stagnant."
1991-08-11,24.81,17.25,12.93,2.0455,"The rain poured down heavily, soaking everything in sight. A healthy flow in the river, moving at a balanced pace."
1991-08-12,6.05,23.52,12.77,1.2273,"The rain came down hard, flooding the usual spots. The river was lively today, flowing with moderate energy."
1991-08-13,0.0,25.78,13.16,0.7706,"With no rain around, everything seems a bit dusty. The river moved along quietly, with a gentle, relaxed flow."
1991-08-14,0.0,29.39,14.87,0.5042,"Skies were clear all day; no rain touched the ground. The river flowed gently, enough to keep the water clear."
1991-08-15,0.0,29.45,15.28,0.3457,"Not a drop of rain today; it feels like the area could use some moisture. The river looked quiet today, with hardly any flow."
1991-08-16,0.0,26.18,15.86,0.2632,"Skies were clear all day; no rain touched the ground. Slow and still, the river's flow was almost unnoticeable."
1991-08-17,0.0,25.75,13.13,0.2125,"A completely dry day—no signs of rain. Slow and still, the river's flow was almost unnoticeable."
1991-08-18,1.09,28.94,14.9,0.1966,A few sprinkles were enough to dampen the earth a little. The river was barely moving; it seemed almost stagnant.
1991-08-19,19.02,23.92,13.81,0.2696,"A strong rainfall today, making the landscape feel lush and saturated. The river was barely moving; it seemed almost stagnant."
1991-08-20,64.9,15.6,10.66,11.4165,"The rain came down hard, flooding the usual spots. The river rushed past with powerful currents."
1991-08-21,7.3,20.29,10.5,6.7865,"It rained quite heavily, leaving deep puddles around. A fast-moving river today, splashing along with vigor."
1991-08-22,10.05,15.82,10.96,4.5666,"A strong rainfall today, making the landscape feel lush and saturated. It flowed fast today, with strong, surging energy."
1991-08-23,0.79,23.55,13.1,2.9017,Barely any rain fell; it just barely dampened the ground. The river rushed past with powerful currents.
1991-08-24,0.0,20.93,6.98,1.9693,"Not a drop of rain today; it feels like the area could use some moisture. The river seemed vibrant, moving along with moderate strength."
1991-08-25,0.0,21.2,5.08,1.4112,"With no rain around, everything seems a bit dusty. A healthy flow in the river, moving at a balanced pace."
1991-08-26,0.0,21.19,6.49,1.0782,"Skies were clear all day; no rain touched the ground. The river was lively today, flowing with moderate energy."
1991-08-27,0.0,23.71,10.41,0.945,Not a drop of rain today; it feels like the area could use some moisture. A smooth and gentle flow was visible in the river today.
1991-08-28,13.35,26.82,16.18,1.1638,"The rain poured down heavily, soaking everything in sight. The river seemed vibrant, moving along with moderate strength."
1991-08-29,2.99,25.2,14.38,1.0148,"A decent rainfall that left the ground well-soaked. The river was lively today, flowing with moderate energy."
1991-08-30,0.0,27.84,13.84,0.8023,"With no rain around, everything seems a bit dusty. The river moved along quietly, with a gentle, relaxed flow."
1991-08-31,4.27,29.02,14.62,0.6786,"It rained quite heavily, leaving deep puddles around. The river moved along quietly, with a gentle, relaxed flow."
1991-09-01,0.0,20.72,4.88,0.5645,"A completely dry day—no signs of rain. With a quiet pace, the river meandered gently along."
1991-09-02,0.0,16.06,2.28,0.463,"Skies were clear all day; no rain touched the ground. The river looked quiet today, with hardly any flow."
1991-09-03,0.0,19.85,4.85,0.3774,"Not a drop of rain today; it feels like the area could use some moisture. The river looked quiet today, with hardly any flow."
1991-09-04,0.0,24.75,9.24,0.3393,A completely dry day—no signs of rain. The river was barely moving; it seemed almost stagnant.
1991-09-05,0.0,21.26,7.97,0.314,"Not a drop of rain today; it feels like the area could use some moisture. Slow and still, the river's flow was almost unnoticeable."
1991-09-06,0.0,22.17,6.68,0.2886,"Not a drop of rain today; it feels like the area could use some moisture. The river looked quiet today, with hardly any flow."
1991-09-07,0.0,23.41,7.86,0.2632,"Not a drop of rain today; it feels like the area could use some moisture. A calm river today, trickling at a very slow pace."
1991-09-08,0.0,23.85,8.42,0.2442,"Not a drop of rain today; it feels like the area could use some moisture. Slow and still, the river's flow was almost unnoticeable."
1991-09-09,0.0,22.96,2.53,0.2125,"Not a drop of rain today; it feels like the area could use some moisture. A calm river today, trickling at a very slow pace."
1991-09-10,0.0,19.66,3.49,0.1934,"A completely dry day—no signs of rain. Slow and still, the river's flow was almost unnoticeable."
1991-09-11,2.8,24.0,8.19,0.1871,Some steady rain brought a refreshing feel to the surroundings. The river was barely moving; it seemed almost stagnant.
1991-09-12,0.0,14.47,3.6,0.1712,"Skies were clear all day; no rain touched the ground. The river looked quiet today, with hardly any flow."
1991-09-13,0.0,14.64,2.68,0.1617,"A completely dry day—no signs of rain. Slow and still, the river's flow was almost unnoticeable."
1991-09-14,0.0,17.74,3.39,0.149,"Not a drop of rain today; it feels like the area could use some moisture. The river looked quiet today, with hardly any flow."
1991-09-15,0.0,20.04,5.98,0.149,Skies were clear all day; no rain touched the ground. The river was barely moving; it seemed almost stagnant.
1991-09-16,17.64,17.18,7.53,0.2315,"It rained quite heavily, leaving deep puddles around. A calm river today, trickling at a very slow pace."
1991-09-17,0.0,25.06,12.08,0.3235,"With no rain around, everything seems a bit dusty. The river looked quiet today, with hardly any flow."
1991-09-18,0.0,25.78,10.08,0.2537,"Not a drop of rain today; it feels like the area could use some moisture. A calm river today, trickling at a very slow pace."
1991-09-19,5.16,21.23,9.55,0.2442,"It rained quite heavily, leaving deep puddles around. The river looked quiet today, with hardly any flow."
1991-09-20,17.52,14.07,5.19,0.4757,"The rain poured down heavily, soaking everything in sight. A calm river today, trickling at a very slow pace."
1991-09-21,0.0,11.66,-0.13,0.482,"Not a drop of rain today; it feels like the area could use some moisture. Slow and still, the river's flow was almost unnoticeable."
1991-09-22,0.0,12.29,-0.61,0.3425,"With no rain around, everything seems a bit dusty. Slow and still, the river's flow was almost unnoticeable."
1991-09-23,0.0,15.54,0.44,0.2822,"A completely dry day—no signs of rain. A calm river today, trickling at a very slow pace."
1991-09-24,2.59,14.68,2.91,0.2569,"A decent rainfall that left the ground well-soaked. Slow and still, the river's flow was almost unnoticeable."
1991-09-25,12.21,14.87,5.13,0.685,"The rain came down hard, flooding the usual spots. The river flowed gently, enough to keep the water clear."
1991-09-26,34.88,8.19,5.24,3.1554,"The rain poured down heavily, soaking everything in sight. The river rushed past with powerful currents."
1991-09-27,13.65,11.45,6.01,3.1205,"The rain poured down heavily, soaking everything in sight. It flowed fast today, with strong, surging energy."
1991-09-28,0.0,13.64,1.06,1.9027,"With no rain around, everything seems a bit dusty. A healthy flow in the river, moving at a balanced pace."
1991-09-29,3.24,11.07,-1.63,1.2558,"Some steady rain brought a refreshing feel to the surroundings. The river seemed vibrant, moving along with moderate strength."
1991-09-30,4.91,9.33,-1.25,0.9736,"The rain came down hard, flooding the usual spots. The river moved along quietly, with a gentle, relaxed flow."
1991-10-01,0.66,9.57,-1.26,0.8309,"A few sprinkles were enough to dampen the earth a little. The river flowed gently, enough to keep the water clear."
1991-10-02,2.0,11.85,5.3,0.7452,"Enough rain fell to give the plants a good drink. The river moved along quietly, with a gentle, relaxed flow."
1991-10-03,0.0,18.59,8.9,0.6977,"A completely dry day—no signs of rain. The river flowed gently, enough to keep the water clear."
1991-10-04,0.0,18.73,8.63,0.6438,"With no rain around, everything seems a bit dusty. The river moved along quietly, with a gentle, relaxed flow."
1991-10-05,0.0,18.87,8.75,0.5835,Not a drop of rain today; it feels like the area could use some moisture. A smooth and gentle flow was visible in the river today.
1991-10-06,0.0,17.96,10.31,0.593,"A completely dry day—no signs of rain. With a quiet pace, the river meandered gently along."
1991-10-07,39.46,14.83,2.63,5.3911,"A strong rainfall today, making the landscape feel lush and saturated. It flowed fast today, with strong, surging energy."
1991-10-08,0.0,8.56,-1.26,4.186,"A completely dry day—no signs of rain. It flowed fast today, with strong, surging energy."
1991-10-09,0.0,10.92,-2.25,2.648,"A completely dry day—no signs of rain. A fast-moving river today, splashing along with vigor."
1991-10-10,0.16,16.01,-1.11,1.9218,"Not a drop of rain today; it feels like the area could use some moisture. A steady, noticeable flow in the river brought life to the scene."
1991-10-11,2.15,17.28,5.18,1.5507,"The rain today was steady but not overwhelming, just enough to freshen things up. A steady, noticeable flow in the river brought life to the scene."
